id,category,value,text_data
86925,D,1769,x
86926,C,1874,x
86927,D,839,x
86928,C,716,x
86929,C,1791,x
86930,D,1503,x
86931,D,1822,x
86932,A,343,x
86933,B,1266,x
86934,C,565,x
86935,C,919,x
86936,C,959,x
86937,B,842,x
86938,A,1494,x
86939,D,1050,x
86940,C,860,x
86941,B,54,x
86942,A,573,x
86943,B,1615,x
86944,D,1179,x
86945,D,1796,x
86946,D,1240,x
86947,B,1242,x
86948,C,1798,x
86949,B,1435,x
86950,D,0,x
86951,A,584,x
86952,B,1915,x
86953,A,1449,x
86954,B,263,x
86955,C,1381,x
86956,C,942,x
86957,B,410,x
86958,D,1956,x
86959,A,1241,x
86960,B,631,x
86961,B,659,x
86962,D,1854,x
86963,D,1578,x
86964,A,1576,x
86965,A,390,x
86966,D,766,x
86967,C,1390,x
86968,A,914,x
86969,C,882,x
86970,A,1294,x
86971,D,1276,x
86972,B,889,x
86973,D,818,x
86974,C,83,x
86975,A,1672,x
86976,B,1582,x
86977,D,1659,x
86978,A,7,x
86979,B,1986,x
86980,C,396,x
86981,C,1269,x
86982,D,392,x
86983,B,141,x
86984,D,637,x
86985,B,1270,x
86986,D,1043,x
86987,A,1287,x
86988,A,1558,x
86989,B,1060,x
86990,C,1412,x
86991,D,1563,x
86992,C,1696,x
86993,A,974,x
86994,D,895,x
86995,A,892,x
86996,B,1472,x
86997,D,1493,x
86998,B,784,x
86999,D,1645,x
87000,C,406,x
87001,A,89,x
87002,A,1429,x
87003,A,28,x
87004,C,1457,x
87005,A,1970,x
87006,A,157,x
87007,A,1684,x
87008,B,925,x
87009,C,1677,x
87010,B,123,x
87011,C,1272,x
87012,D,1859,x
87013,D,84,x
87014,C,80,x
87015,B,332,x
87016,C,111,x
87017,B,1531,x
87018,A,868,x
87019,D,1930,x
87020,A,77,x
87021,C,788,x
87022,C,443,x
87023,A,1910,x
87024,B,1639,x
87025,B,233,x
87026,A,1548,x
87027,A,570,x
87028,B,1509,x
87029,D,211,x
87030,B,1106,x
87031,D,1258,x
87032,A,1798,x
87033,D,1204,x
87034,A,1704,x
87035,A,569,x
87036,B,892,x
87037,B,1352,x
87038,D,1815,x
87039,C,576,x
87040,D,1989,x
87041,C,526,x
87042,B,1864,x
87043,C,1808,x
87044,D,311,x
87045,D,1504,x
87046,B,950,x
87047,B,231,x
87048,D,25,x
87049,B,540,x
87050,C,115,x
87051,A,920,x
87052,B,1655,x
87053,C,1360,x
87054,A,244,x
87055,C,1845,x
87056,B,568,x
87057,A,805,x
87058,D,235,x
87059,C,1138,x
87060,A,1729,x
87061,B,101,x
87062,C,686,x
87063,B,1196,x
87064,B,1015,x
87065,A,1456,x
87066,A,1453,x
87067,A,858,x
87068,D,1230,x
87069,C,1023,x
87070,A,984,x
87071,D,240,x
87072,D,881,x
87073,B,506,x
87074,D,799,x
87075,A,1052,x
87076,B,231,x
87077,C,1428,x
87078,B,1206,x
87079,B,1960,x
87080,B,1360,x
87081,D,1640,x
87082,A,1363,x
87083,B,403,x
87084,C,1371,x
87085,D,124,x
87086,C,1873,x
87087,B,1922,x
87088,C,1355,x
87089,A,1471,x
87090,C,900,x
87091,B,199,x
87092,D,675,x
87093,A,619,x
87094,D,1628,x
87095,C,1445,x
87096,B,390,x
87097,B,133,x
87098,B,194,x
87099,B,1216,x
87100,C,1958,x
87101,C,14,x
87102,B,1565,x
87103,C,127,x
87104,D,683,x
87105,B,1579,x
87106,C,1673,x
87107,B,478,x
87108,B,361,x
87109,A,147,x
87110,C,606,x
87111,C,64,x
87112,D,816,x
87113,D,921,x
87114,C,25,x
87115,A,1307,x
87116,D,1729,x
87117,D,925,x
87118,D,1945,x
87119,B,1664,x
87120,D,1961,x
87121,C,1343,x
87122,B,1195,x
87123,D,1990,x
87124,A,445,x
87125,B,272,x
87126,C,1244,x
87127,D,1589,x
87128,B,339,x
87129,B,367,x
87130,D,1164,x
87131,D,1559,x
87132,D,109,x
87133,A,995,x
87134,C,1464,x
87135,A,491,x
87136,D,1191,x
87137,A,504,x
87138,C,369,x
87139,C,1279,x
87140,A,662,x
87141,A,1925,x
87142,C,494,x
87143,B,517,x
87144,A,1936,x
87145,C,142,x
87146,C,1420,x
87147,D,180,x
87148,C,1528,x
87149,B,438,x
87150,C,1405,x
87151,B,268,x
87152,A,1421,x
87153,C,1026,x
87154,C,398,x
87155,D,481,x
87156,C,1617,x
87157,D,809,x
87158,C,324,x
87159,C,1487,x
87160,C,763,x
87161,D,474,x
87162,C,1352,x
87163,C,1497,x
87164,B,671,x
87165,C,1957,x
87166,D,1625,x
87167,C,1540,x
87168,B,1875,x
87169,A,114,x
87170,C,1756,x
87171,D,1213,x
87172,A,177,x
87173,C,1508,x
87174,D,1712,x
87175,C,1615,x
87176,D,384,x
87177,D,1486,x
87178,B,1289,x
87179,A,92,x
87180,A,614,x
87181,C,115,x
87182,A,412,x
87183,D,1692,x
87184,A,1067,x
87185,A,763,x
87186,D,1451,x
87187,A,706,x
87188,B,303,x
87189,A,633,x
87190,A,443,x
87191,B,1049,x
87192,A,1207,x
87193,C,748,x
87194,B,1236,x
87195,A,670,x
87196,D,1021,x
87197,A,1735,x
87198,D,1764,x
87199,C,420,x
87200,D,1926,x
87201,A,1583,x
87202,C,1863,x
87203,C,717,x
87204,A,410,x
87205,C,1534,x
87206,A,241,x
87207,C,597,x
87208,C,1751,x
87209,B,961,x
87210,C,1947,x
87211,B,684,x
87212,D,1082,x
87213,A,548,x
87214,D,1999,x
87215,D,1150,x
87216,D,1605,x
87217,A,103,x
87218,B,654,x
87219,A,90,x
87220,B,69,x
87221,C,1345,x
87222,B,1035,x
87223,A,1182,x
87224,B,220,x
87225,B,614,x
87226,B,653,x
87227,A,1222,x
87228,D,821,x
87229,C,21,x
87230,D,804,x
87231,B,870,x
87232,B,413,x
87233,C,227,x
87234,A,1788,x
87235,D,177,x
87236,D,518,x
87237,D,1454,x
87238,A,592,x
87239,A,1274,x
87240,A,1763,x
87241,D,556,x
87242,D,1490,x
87243,B,966,x
87244,B,1472,x
87245,B,471,x
87246,A,262,x
87247,D,364,x
87248,D,1428,x
87249,B,1255,x
87250,C,1765,x
87251,D,1415,x
87252,B,1391,x
87253,B,122,x
87254,A,315,x
87255,C,576,x
87256,D,1667,x
87257,C,1651,x
87258,B,1076,x
87259,A,1131,x
87260,B,935,x
87261,D,801,x
87262,C,1224,x
87263,A,1633,x
87264,D,1341,x
87265,C,1335,x
87266,B,357,x
87267,D,953,x
87268,B,937,x
87269,A,1387,x
87270,D,572,x
87271,D,1224,x
87272,A,881,x
87273,A,1004,x
87274,B,729,x
87275,D,478,x
87276,D,1448,x
87277,A,197,x
87278,C,1845,x
87279,A,556,x
87280,C,1436,x
87281,D,761,x
87282,B,1801,x
87283,C,1993,x
87284,D,421,x
87285,A,882,x
87286,D,570,x
87287,D,768,x
87288,A,1173,x
87289,D,1148,x
87290,D,1490,x
87291,D,1616,x
87292,B,1430,x
87293,C,899,x
87294,B,377,x
87295,C,1824,x
87296,D,1185,x
87297,B,1223,x
87298,D,1416,x
87299,D,1190,x
87300,D,247,x
87301,C,1220,x
87302,A,1573,x
87303,A,712,x
87304,A,1122,x
87305,B,1864,x
87306,C,183,x
87307,D,335,x
87308,A,1343,x
87309,D,159,x
87310,D,479,x
87311,B,1677,x
87312,C,188,x
87313,B,1910,x
87314,B,596,x
87315,B,442,x
87316,C,1031,x
87317,D,1761,x
87318,D,1709,x
87319,B,970,x
87320,C,1817,x
87321,B,1303,x
87322,C,616,x
87323,B,860,x
87324,A,1889,x
87325,B,1041,x
87326,D,1477,x
87327,C,1218,x
87328,D,1472,x
87329,B,1090,x
87330,B,1612,x
87331,D,1060,x
87332,D,1803,x
87333,C,1798,x
87334,C,1040,x
87335,C,640,x
87336,C,649,x
87337,C,559,x
87338,D,899,x
87339,A,1932,x
87340,C,1286,x
87341,B,747,x
87342,A,846,x
87343,C,480,x
87344,A,1828,x
87345,A,125,x
87346,B,203,x
87347,A,1844,x
87348,B,1653,x
87349,B,1228,x
87350,B,548,x
87351,B,1598,x
87352,D,722,x
87353,A,1272,x
87354,A,138,x
87355,B,97,x
87356,C,1751,x
87357,C,564,x
87358,A,419,x
87359,D,1037,x
87360,A,1825,x
87361,D,1271,x
87362,A,1189,x
87363,B,31,x
87364,B,1454,x
87365,D,1206,x
87366,A,231,x
87367,D,344,x
87368,C,1880,x
87369,C,1617,x
87370,B,1000,x
87371,A,263,x
87372,A,490,x
87373,D,541,x
87374,C,1928,x
87375,D,521,x
87376,D,70,x
87377,B,621,x
87378,D,1885,x
87379,C,104,x
87380,B,1145,x
87381,B,993,x
87382,C,1981,x
87383,C,1536,x
87384,A,220,x
87385,A,1800,x
87386,D,30,x
87387,B,1973,x
87388,A,1146,x
87389,B,583,x
87390,C,1520,x
87391,C,646,x
87392,A,1731,x
87393,A,1077,x
87394,D,254,x
87395,A,13,x
87396,C,562,x
87397,A,1221,x
87398,D,1096,x
87399,C,1285,x
87400,D,153,x
87401,A,1924,x
87402,D,1494,x
87403,D,942,x
87404,B,632,x
87405,C,245,x
87406,D,1282,x
87407,A,1057,x
87408,A,92,x
87409,C,1434,x
87410,C,1062,x
87411,C,925,x
87412,C,1946,x
87413,D,1848,x
87414,C,1285,x
87415,C,378,x
87416,D,680,x
87417,A,827,x
87418,A,972,x
87419,D,891,x
87420,B,565,x
87421,D,344,x
87422,A,524,x
87423,A,589,x
87424,D,853,x
87425,C,72,x
87426,D,1872,x
87427,B,1569,x
87428,C,437,x
87429,B,1372,x
87430,B,1700,x
87431,C,1250,x
87432,B,1352,x
87433,C,1444,x
87434,A,1747,x
87435,A,1497,x
87436,B,1958,x
87437,C,496,x
87438,D,1586,x
87439,A,262,x
87440,D,4,x
87441,A,1308,x
87442,A,1664,x
87443,D,1960,x
87444,D,1835,x
87445,C,1873,x
87446,A,1977,x
87447,D,993,x
87448,D,118,x
87449,B,1486,x
87450,D,815,x
87451,A,1559,x
87452,A,1520,x
87453,D,1406,x
87454,A,487,x
87455,D,233,x
87456,C,938,x
87457,A,986,x
87458,D,978,x
87459,B,898,x
87460,D,498,x
87461,C,124,x
87462,D,297,x
87463,C,1547,x
87464,A,421,x
87465,A,142,x
87466,C,1139,x
87467,B,1547,x
87468,A,1731,x
87469,B,1707,x
87470,A,382,x
87471,A,1220,x
87472,A,1866,x
87473,B,1779,x
87474,C,393,x
87475,A,1357,x
87476,A,120,x
87477,A,222,x
87478,B,1634,x
87479,D,1924,x
87480,A,723,x
87481,A,135,x
87482,B,439,x
87483,B,360,x
87484,C,950,x
87485,D,1158,x
87486,D,1380,x
87487,A,1627,x
87488,B,739,x
87489,B,922,x
87490,D,682,x
87491,C,1489,x
87492,B,1445,x
87493,D,1634,x
87494,C,1566,x
87495,A,891,x
87496,A,274,x
87497,D,1419,x
87498,C,1181,x
87499,C,1960,x
87500,D,224,x
87501,B,1328,x
87502,A,1838,x
87503,B,213,x
87504,A,1712,x
87505,B,1441,x
87506,B,1815,x
87507,A,1723,x
87508,D,424,x
87509,C,314,x
87510,B,418,x
87511,B,1927,x
87512,C,1755,x
87513,C,1715,x
87514,C,1710,x
87515,C,834,x
87516,C,1125,x
87517,D,1174,x
87518,C,1642,x
87519,C,1182,x
87520,D,1227,x
87521,B,196,x
87522,B,476,x
87523,B,773,x
87524,A,3,x
87525,B,1170,x
87526,C,1489,x
87527,A,1234,x
87528,C,821,x
87529,C,1179,x
87530,C,275,x
87531,A,1220,x
87532,B,237,x
87533,A,175,x
87534,A,1128,x
87535,D,874,x
87536,D,1125,x
87537,C,1327,x
87538,D,911,x
87539,C,377,x
87540,C,1954,x
87541,D,918,x
87542,A,991,x
87543,A,17,x
87544,A,1000,x
87545,C,1499,x
87546,A,841,x
87547,B,1466,x
87548,D,1699,x
87549,D,1927,x
87550,C,436,x
87551,D,1422,x
87552,A,938,x
87553,A,1146,x
87554,D,1836,x
87555,D,1951,x
87556,B,909,x
87557,B,1225,x
87558,B,911,x
87559,D,1159,x
87560,D,920,x
87561,D,1909,x
87562,D,40,x
87563,B,1489,x
87564,C,1775,x
87565,A,80,x
87566,C,354,x
87567,A,1233,x
87568,D,592,x
87569,A,1391,x
87570,A,503,x
87571,A,932,x
87572,C,157,x
87573,C,1339,x
87574,B,1966,x
87575,B,1316,x
87576,D,1921,x
87577,A,271,x
87578,C,890,x
87579,D,674,x
87580,C,1741,x
87581,D,1744,x
87582,A,1739,x
87583,B,1077,x
87584,A,1974,x
87585,D,1173,x
87586,C,1198,x
87587,A,974,x
87588,A,570,x
87589,C,632,x
87590,B,1017,x
87591,D,1999,x
87592,B,856,x
87593,A,184,x
87594,A,393,x
87595,D,1036,x
87596,A,985,x
87597,B,1546,x
87598,D,574,x
87599,B,1761,x
87600,B,1481,x
87601,A,1053,x
87602,B,1358,x
87603,B,100,x
87604,D,935,x
87605,B,978,x
87606,A,233,x
87607,B,1185,x
87608,B,1566,x
87609,D,1397,x
87610,C,241,x
87611,D,491,x
87612,A,134,x
87613,B,557,x
87614,A,1205,x
87615,A,122,x
87616,D,1970,x
87617,B,1062,x
87618,B,1593,x
87619,A,1151,x
87620,D,731,x
87621,B,82,x
87622,A,362,x
87623,A,606,x
87624,D,1588,x
87625,A,1074,x
87626,A,311,x
87627,D,1972,x
87628,C,1435,x
87629,C,205,x
87630,A,1946,x
87631,C,1287,x
87632,C,1536,x
87633,C,671,x
87634,A,1768,x
87635,A,560,x
87636,C,791,x
87637,D,970,x
87638,C,1238,x
87639,A,1336,x
87640,C,1961,x
87641,B,1593,x
87642,B,1892,x
87643,A,1595,x
87644,D,561,x
87645,D,1808,x
87646,A,895,x
87647,D,1700,x
87648,D,1573,x
87649,A,1274,x
87650,B,1719,x
87651,C,667,x
87652,C,955,x
87653,C,640,x
87654,A,175,x
87655,B,1166,x
87656,C,1032,x
87657,A,139,x
87658,D,1709,x
87659,B,701,x
87660,B,907,x
87661,D,650,x
87662,C,1124,x
87663,A,1225,x
87664,B,152,x
87665,C,1397,x
87666,B,210,x
87667,B,289,x
87668,B,1361,x
87669,D,1809,x
87670,D,598,x
87671,C,1626,x
87672,D,19,x
87673,B,1453,x
87674,C,560,x
87675,D,447,x
87676,D,280,x
87677,D,1173,x
87678,A,705,x
87679,A,1054,x
87680,A,742,x
87681,A,796,x
87682,B,851,x
87683,D,1248,x
87684,C,1414,x
87685,B,229,x
87686,C,1533,x
87687,B,1580,x
87688,A,1274,x
87689,B,1383,x
87690,A,683,x
87691,A,893,x
87692,B,1531,x
87693,B,498,x
87694,D,1958,x
87695,D,1151,x
87696,A,1472,x
87697,B,1520,x
87698,B,1647,x
87699,A,1282,x
87700,A,1322,x
87701,B,676,x
87702,B,136,x
87703,D,254,x
87704,A,1386,x
87705,A,884,x
87706,B,261,x
87707,B,129,x
87708,C,1791,x
87709,A,707,x
87710,A,1516,x
87711,D,1359,x
87712,B,1586,x
87713,C,11,x
87714,B,1308,x
87715,B,1929,x
87716,D,108,x
87717,C,1737,x
87718,D,1007,x
87719,A,416,x
87720,B,1500,x
87721,A,1795,x
87722,B,443,x
87723,B,744,x
87724,C,738,x
87725,C,1647,x
87726,C,1928,x
87727,D,526,x
87728,B,1731,x
87729,C,564,x
87730,C,737,x
87731,C,568,x
87732,C,868,x
87733,A,1667,x
87734,C,285,x
87735,C,1778,x
87736,C,215,x
87737,B,567,x
87738,A,384,x
87739,C,1352,x
87740,A,792,x
87741,A,1754,x
87742,C,796,x
87743,A,1759,x
87744,B,1146,x
87745,B,494,x
87746,A,364,x
87747,D,291,x
87748,A,247,x
87749,C,1064,x
87750,B,1507,x
87751,B,1980,x
87752,C,734,x
87753,D,822,x
87754,D,1568,x
87755,A,901,x
87756,D,817,x
87757,D,1061,x
87758,B,984,x
87759,A,1891,x
87760,D,425,x
87761,C,635,x
87762,B,1696,x
87763,C,33,x
87764,B,975,x
87765,B,10,x
87766,D,1792,x
87767,C,784,x
87768,D,1709,x
87769,D,1040,x
87770,A,1828,x
87771,C,1892,x
87772,A,1713,x
87773,D,1316,x
87774,B,803,x
87775,D,743,x
87776,C,1631,x
87777,A,345,x
87778,C,533,x
87779,A,987,x
87780,C,917,x
87781,C,146,x
87782,A,892,x
87783,B,700,x
87784,C,860,x
87785,C,159,x
87786,A,1077,x
87787,D,429,x
87788,C,912,x
87789,C,1639,x
87790,B,206,x
87791,C,20,x
87792,A,689,x
87793,A,1993,x
87794,D,630,x
87795,A,1384,x
87796,A,1307,x
87797,D,1099,x
87798,D,750,x
87799,A,349,x
87800,D,767,x
87801,B,909,x
87802,B,939,x
87803,B,906,x
87804,C,1230,x
87805,B,230,x
87806,B,1546,x
87807,B,576,x
87808,B,548,x
87809,C,243,x
87810,C,109,x
87811,B,1276,x
87812,C,1032,x
87813,A,1762,x
87814,D,1473,x
87815,A,1728,x
87816,D,531,x
87817,C,1955,x
87818,D,48,x
87819,A,1900,x
87820,A,244,x
87821,B,276,x
87822,B,32,x
87823,D,956,x
87824,D,1527,x
87825,A,1270,x
87826,D,1628,x
87827,A,1404,x
87828,C,1017,x
87829,A,953,x
87830,C,618,x
87831,D,136,x
87832,B,923,x
87833,B,701,x
87834,C,1381,x
87835,D,252,x
87836,B,1811,x
87837,D,729,x
87838,A,1419,x
87839,A,1368,x
87840,C,923,x
87841,B,275,x
87842,A,471,x
87843,D,490,x
87844,C,1243,x
87845,C,337,x
87846,C,593,x
87847,C,791,x
87848,B,620,x
87849,B,1861,x
87850,A,1368,x
87851,D,1264,x
87852,A,813,x
87853,B,721,x
87854,D,1060,x
87855,C,1650,x
87856,D,1778,x
87857,C,1294,x
87858,B,491,x
87859,D,1352,x
87860,D,1711,x
87861,B,939,x
87862,A,441,x
87863,D,1644,x
87864,D,1633,x
87865,C,171,x
87866,B,1325,x
87867,B,1627,x
87868,B,1548,x
87869,B,736,x
87870,B,1763,x
87871,C,30,x
87872,D,190,x
87873,C,297,x
87874,C,1270,x
87875,C,1253,x
87876,D,237,x
87877,D,857,x
87878,C,1318,x
87879,D,809,x
87880,C,1356,x
87881,C,1071,x
87882,C,858,x
87883,A,655,x
87884,D,1812,x
87885,A,1403,x
87886,A,1964,x
87887,A,1454,x
87888,A,948,x
87889,A,368,x
87890,A,1289,x
87891,A,819,x
87892,A,755,x
87893,C,312,x
87894,B,1167,x
87895,D,1856,x
87896,A,548,x
87897,A,1263,x
87898,D,1814,x
87899,A,645,x
87900,C,1275,x
87901,D,1538,x
87902,A,1020,x
87903,D,1508,x
87904,C,1906,x
87905,D,1231,x
87906,A,1305,x
87907,B,343,x
87908,A,498,x
87909,A,982,x
87910,C,1686,x
87911,C,491,x
87912,C,903,x
87913,B,1397,x
87914,A,1510,x
87915,D,1414,x
87916,A,1700,x
87917,A,1120,x
87918,B,849,x
87919,A,1079,x
87920,D,726,x
87921,C,739,x
87922,D,1405,x
87923,D,477,x
87924,B,286,x
87925,A,199,x
87926,B,1087,x
87927,B,853,x
87928,C,1619,x
87929,C,912,x
87930,C,1670,x
87931,B,1392,x
87932,A,581,x
87933,C,1921,x
87934,B,1273,x
87935,C,710,x
87936,C,1491,x
87937,D,1752,x
87938,D,51,x
87939,C,209,x
87940,A,1867,x
87941,B,1136,x
87942,D,1966,x
87943,D,379,x
87944,C,1081,x
87945,D,463,x
87946,C,1925,x
87947,C,1655,x
87948,D,1285,x
87949,D,337,x
87950,A,384,x
87951,D,1036,x
87952,A,1333,x
87953,D,1110,x
87954,D,1235,x
87955,A,1785,x
87956,D,793,x
87957,C,95,x
87958,B,1196,x
87959,A,1283,x
87960,D,919,x
87961,D,1610,x
87962,A,1455,x
87963,C,57,x
87964,D,25,x
87965,A,1454,x
87966,C,271,x
87967,C,644,x
87968,B,1201,x
87969,A,1999,x
87970,B,384,x
87971,D,1876,x
87972,C,1435,x
87973,D,299,x
87974,D,848,x
87975,A,1350,x
87976,B,927,x
87977,A,966,x
87978,D,954,x
87979,C,1083,x
87980,D,244,x
87981,B,1651,x
87982,A,1593,x
87983,D,292,x
87984,D,193,x
87985,C,183,x
87986,C,1272,x
87987,C,169,x
87988,D,701,x
87989,B,842,x
87990,B,1307,x
87991,B,1644,x
87992,B,960,x
87993,A,608,x
87994,A,1569,x
87995,A,966,x
87996,B,1142,x
87997,C,330,x
87998,D,84,x
87999,D,835,x
88000,A,1759,x
88001,C,1755,x
88002,A,1054,x
88003,C,1094,x
88004,B,140,x
88005,A,1866,x
88006,B,1374,x
88007,C,1325,x
88008,D,1895,x
88009,B,446,x
88010,C,107,x
88011,D,728,x
88012,D,1712,x
88013,B,1821,x
88014,D,597,x
88015,B,1701,x
88016,B,1452,x
88017,C,1683,x
88018,C,204,x
88019,A,352,x
88020,C,1339,x
88021,B,1989,x
88022,D,450,x
88023,D,658,x
88024,B,75,x
88025,A,1020,x
88026,C,701,x
88027,D,93,x
88028,C,1182,x
88029,B,803,x
88030,D,1057,x
88031,D,202,x
88032,C,658,x
88033,D,781,x
88034,C,1988,x
88035,D,721,x
88036,B,428,x
88037,A,1020,x
88038,B,1443,x
88039,C,1933,x
88040,B,524,x
88041,D,1344,x
88042,D,1495,x
88043,C,681,x
88044,D,1232,x
88045,A,1837,x
88046,C,1211,x
88047,D,1429,x
88048,B,1253,x
88049,C,391,x
88050,C,1671,x
88051,A,1107,x
88052,B,123,x
88053,D,1264,x
88054,A,308,x
88055,C,222,x
88056,D,1696,x
88057,D,788,x
88058,D,246,x
88059,C,1314,x
88060,C,934,x
88061,C,1651,x
88062,D,632,x
88063,D,627,x
88064,B,9,x
88065,C,1561,x
88066,A,571,x
88067,B,920,x
88068,D,155,x
88069,A,1567,x
88070,D,1150,x
88071,A,88,x
88072,B,1940,x
88073,A,1017,x
88074,C,795,x
88075,A,1901,x
88076,C,881,x
88077,B,396,x
88078,C,1457,x
88079,C,1181,x
88080,D,1317,x
88081,A,1011,x
88082,B,1906,x
88083,B,508,x
88084,B,1658,x
88085,B,188,x
88086,B,971,x
88087,D,139,x
88088,A,954,x
88089,D,1646,x
88090,A,643,x
88091,A,1069,x
88092,A,108,x
88093,B,1258,x
88094,B,63,x
88095,A,1960,x
88096,B,202,x
88097,D,1106,x
88098,B,1124,x
88099,C,417,x
88100,C,86,x
88101,C,18,x
88102,D,1428,x
88103,B,500,x
88104,D,1134,x
88105,B,27,x
88106,A,1025,x
88107,D,621,x
88108,D,514,x
88109,C,1020,x
88110,B,1883,x
88111,B,1982,x
88112,A,288,x
88113,D,1951,x
88114,A,352,x
88115,B,900,x
88116,C,25,x
88117,D,163,x
88118,C,1366,x
88119,A,1647,x
88120,A,212,x
88121,A,1562,x
88122,B,789,x
88123,B,1788,x
88124,C,1832,x
88125,B,1515,x
88126,C,1378,x
88127,C,1481,x
88128,C,924,x
88129,D,1928,x
88130,C,51,x
88131,C,293,x
88132,B,162,x
88133,A,1352,x
88134,C,1409,x
88135,B,352,x
88136,C,1180,x
88137,B,1865,x
88138,C,429,x
88139,A,525,x
88140,C,809,x
88141,C,384,x
88142,C,374,x
88143,A,187,x
88144,D,903,x
88145,C,1832,x
88146,B,1652,x
88147,D,1201,x
88148,D,1677,x
88149,B,717,x
88150,C,1506,x
88151,D,1338,x
88152,B,1056,x
88153,A,1661,x
88154,D,1122,x
88155,B,1353,x
88156,B,1421,x
88157,C,192,x
88158,B,561,x
88159,D,904,x
88160,D,1239,x
88161,C,1779,x
88162,B,555,x
88163,C,241,x
88164,A,72,x
88165,C,504,x
88166,D,1288,x
88167,B,24,x
88168,B,810,x
88169,A,444,x
88170,C,1351,x
88171,C,1624,x
88172,D,761,x
88173,B,374,x
88174,D,349,x
88175,B,1741,x
88176,A,1653,x
88177,C,488,x
88178,B,1143,x
88179,A,283,x
88180,C,1338,x
88181,A,719,x
88182,B,1667,x
88183,A,1475,x
88184,A,114,x
88185,C,554,x
88186,C,557,x
88187,D,327,x
88188,C,1513,x
88189,B,1979,x
88190,C,1194,x
88191,A,1644,x
88192,B,1735,x
88193,B,1748,x
88194,A,1408,x
88195,D,240,x
88196,C,1777,x
88197,C,42,x
88198,B,1256,x
88199,C,1383,x
88200,D,1102,x
88201,A,1805,x
88202,B,521,x
88203,B,1764,x
88204,C,470,x
88205,D,662,x
88206,B,1431,x
88207,B,557,x
88208,C,1084,x
88209,D,900,x
88210,B,1577,x
88211,B,1513,x
88212,B,100,x
88213,C,1150,x
88214,B,1444,x
88215,A,207,x
88216,A,752,x
88217,C,1239,x
88218,C,1202,x
88219,D,1944,x
88220,A,999,x
88221,A,377,x
88222,C,1554,x
88223,D,1565,x
88224,B,725,x
88225,A,1383,x
88226,D,1383,x
88227,B,471,x
88228,A,796,x
88229,A,812,x
88230,B,125,x
88231,C,686,x
88232,C,428,x
88233,A,49,x
88234,B,552,x
88235,A,95,x
88236,B,1282,x
88237,D,42,x
88238,B,1908,x
88239,A,582,x
88240,D,899,x
88241,C,1091,x
88242,B,934,x
88243,D,66,x
88244,B,898,x
88245,C,1674,x
88246,C,1963,x
88247,C,1787,x
88248,B,1854,x
88249,B,939,x
88250,D,1468,x
88251,D,1086,x
88252,B,1324,x
88253,B,41,x
88254,A,1602,x
88255,B,1791,x
88256,A,398,x
88257,B,262,x
88258,A,989,x
88259,D,262,x
88260,C,235,x
88261,B,78,x
88262,C,1816,x
88263,A,1512,x
88264,D,1010,x
88265,C,4,x
88266,B,524,x
88267,B,1290,x
88268,A,1881,x
88269,A,1257,x
88270,D,1050,x
88271,B,1691,x
88272,B,1601,x
88273,B,1783,x
88274,B,1083,x
88275,A,846,x
88276,C,1309,x
88277,C,894,x
88278,D,258,x
88279,A,1733,x
88280,D,1049,x
88281,B,1783,x
88282,B,7,x
88283,B,1397,x
88284,C,796,x
88285,C,1885,x
88286,D,1023,x
88287,A,1232,x
88288,A,1650,x
88289,C,1924,x
88290,D,300,x
88291,D,1785,x
88292,B,1217,x
88293,B,1582,x
88294,D,1607,x
88295,B,1903,x
88296,B,1922,x
88297,C,914,x
88298,B,1345,x
88299,C,530,x
88300,D,1976,x
88301,D,1201,x
88302,C,1337,x
88303,D,976,x
88304,C,1234,x
88305,C,1557,x
88306,C,1082,x
88307,A,142,x
88308,D,1511,x
88309,B,874,x
88310,C,1207,x
88311,A,397,x
88312,B,521,x
88313,C,1040,x
88314,C,1389,x
88315,D,794,x
88316,A,512,x
88317,D,264,x
88318,C,509,x
88319,B,102,x
88320,D,990,x
88321,C,49,x
88322,B,1916,x
88323,B,1974,x
88324,C,1487,x
88325,C,1686,x
88326,A,1079,x
88327,C,1930,x
88328,B,930,x
88329,A,1094,x
88330,D,9,x
88331,C,750,x
88332,A,1834,x
88333,A,441,x
88334,B,1236,x
88335,C,1911,x
88336,C,670,x
88337,B,1099,x
88338,B,836,x
88339,B,741,x
88340,A,155,x
88341,B,1587,x
88342,C,1788,x
88343,B,274,x
88344,A,147,x
88345,A,1135,x
88346,B,1739,x
88347,A,1924,x
88348,A,1723,x
88349,A,1571,x
88350,A,1930,x
88351,C,1155,x
88352,B,511,x
88353,D,1263,x
88354,B,1866,x
88355,C,1639,x
88356,B,424,x
88357,C,1682,x
88358,D,1208,x
88359,A,357,x
88360,B,148,x
88361,B,473,x
88362,B,1260,x
88363,A,833,x
88364,D,985,x
88365,D,1886,x
88366,D,1361,x
88367,D,711,x
88368,C,1873,x
88369,D,299,x
88370,C,1930,x
88371,C,1067,x
88372,D,1286,x
88373,C,964,x
88374,A,1706,x
88375,C,615,x
88376,A,384,x
88377,D,781,x
88378,B,1537,x
88379,B,1378,x
88380,B,1717,x
88381,A,898,x
88382,D,1559,x
88383,C,1666,x
88384,D,1189,x
88385,A,705,x
88386,A,1952,x
88387,B,1434,x
88388,B,51,x
88389,C,172,x
88390,B,1427,x
88391,D,324,x
88392,D,950,x
88393,D,570,x
